Loan ID,Amount Requested,Amount Funded By Investors,Interest Rate,Loan Length,CREDIT Grade,Loan Title,Loan Purpose,Monthly PAYMENT,Total Amount Funded,Debt-To-Income Ratio,City,State,Home Ownership,Monthly Income,FICO Range,Earliest CREDIT Line,Open CREDIT Lines,Total CREDIT Lines,Revolving CREDIT Balance,Revolving Line Utilization,Inquiries in the Last 6 Months,Accounts Now Delinquent,Delinquent Amount,Delinquencies (Last 2 yrs),Months Since Last Delinquency,Public Records On File,Months Since Last Record,Education,Employment Length,"Status (Fully Paid=1, Not Paid=0)"
455335,3000,3000,8.59%,36 months,A4,Home that needs improvement!,home_improvement,94.84,3000,5.61%,AURORA,CO,MORTGAGE,3208.33,725-729,7/3/03,6,7,2610,39%,1,0,0,0,,0,,,2 years,1
230545,2500,1437.23,10.78%,36 months,C1,Getting Rid of High Interest Credit Card,credit_card,81.59,2500,16.37%,Holly Springs,NC,MORTGAGE,8916.67,680-684,10/8/80,11,46,16164,80%,1,0,0,0,28,0,0,Bates College,< 1 year,1
478877,11500,11400,12.53%,36 months,B5,Debt Consolidation,credit_card,384.87,11500,11.56%,FOREST HILLS,NY,RENT,5000,720-724,2/29/00,6,13,25088,75.60%,5,0,0,0,,0,,,8 years,0
535805,7000,7000,7.51%,36 months,A4,BILLS,debt_consolidation,217.78,7000,21.27%,TOMAH,WI,RENT,5500,735-739,8/20/99,14,46,30119,49.40%,0,0,0,0,,0,,,10+ years,0
2175596,28000,28000,18.75%,36 months,D3,consolidation,debt_consolidation,1022.84,28000,10.72%,Mountain View,CA,MORTGAGE,25000,705-709,2/11/98,9,27,66682,97.30%,1,0,0,0,,0,,,2 years,0
614187,20000,10171.9,8.88%,36 months,B1,sister's wedding expence ,other,385.69,12150,7.96%,KEW GARDENS,NY,RENT,5000,730-734,5/12/05,6,15,11873,51.60%,0,0,0,0,,0,,,6 years,0
2078551,10625,10625,14.33%,36 months,C1,Debt consolidation,debt_consolidation,364.85,10625,23.69%,LYNWOOD,CA,RENT,2549.73,685-689,3/14/96,6,18,10407,66.70%,2,0,0,0,,0,,,10+ years,0
1706355,3700,3700,14.33%,36 months,C1,Debt consolidation,debt_consolidation,127.06,3700,12.62%,JASPER,AR,RENT,2750,675-679,11/23/85,8,26,3295,64.60%,1,0,0,0,40,0,,,2 years,0
654313,25000,25000,13.43%,36 months,C3,credit card loan,credit_card,847.54,25000,13.70%,Ralston,OK,MORTGAGE,6583.33,740-744,3/8/95,8,29,28606,57.90%,1,0,0,0,,0,,,10+ years,0
622984,14400,14350,18.17%,60 months,F2,Mutual Benefit ,debt_consolidation,367,14400,17.16%,Pasadena,CA,RENT,9166.67,685-689,8/22/00,5,16,45318,99.40%,4,0,0,0,,0,,,< 1 year,0
2228449,5000,5000,18.75%,60 months,D3,Consolidate,debt_consolidation,129.02,5000,26.70%,COLUMBUS,OH,MORTGAGE,6001,680-684,4/5/94,9,18,28358,94.80%,2,0,0,1,12,0,,,10+ years,0
482728,7000,7000,7.51%,36 months,A4,Finishing my MBA at Wisconsin School of Business,educational,217.77,7000,11.38%,Madison,WI,RENT,1300,730-734,2/26/83,7,22,5291,67%,0,0,0,0,77,0,,University of Wisconsin-Madison,n/a,1
466112,6000,6000,12.53%,36 months,B5,Personal,credit_card,200.8,6000,7.56%,bayside,NY,RENT,7500,695-699,5/5/81,7,18,10721,38.60%,4,0,0,0,24,0,,,< 1 year,0
656877,9250,9250,16.40%,60 months,E1,TEA's loan,debt_consolidation,226.92,9250,22.30%,Conover,NC,MORTGAGE,3000,665-669,5/26/98,17,22,8628,34.20%,0,0,0,0,,0,,,10+ years,1
1181395,35000,35000,8.90%,36 months,A5,small_business,small_business,1111.37,35000,4.52%,Los Angeles,CA,RENT,20000,790-794,9/21/80,11,39,9823,14.50%,1,0,0,0,,0,,,10+ years,1
2215786,24000,24000,17.77%,60 months,D1,debt consolidation,debt_consolidation,606.45,24000,19.40%,BUFFALO,NY,MORTGAGE,5000,680-684,10/3/00,17,39,10278,46.10%,3,0,0,0,,0,,,3 years,0
2286275,17975,17950,17.27%,60 months,C5,Thank You,debt_consolidation,449.34,17975,24.54%,FORT MYERS,FL,RENT,3416.67,675-679,1/24/91,10,24,18680,74.40%,0,0,0,1,18,0,,,8 years,0
429795,20000,14691.44,16.00%,36 months,E2,Debt Consolidation,debt_consolidation,703.15,20000,23.57%,SILVER SPRING,MD,RENT,6333,695-699,10/30/96,12,26,22037,99.30%,1,0,0,0,,0,,"The New School,Ohio State University-Main Campus",< 1 year,1
737565,5500,5500,5.79%,36 months,A2,Loree English Horn,major_purchase,166.8,5500,5.80%,Toccoa,GA,MORTGAGE,5416.67,755-759,1/16/95,18,37,10189,13.70%,0,0,0,0,,0,,,9 years,1
2276699,8000,8000,17.27%,36 months,C5,consolidation,debt_consolidation,286.3,8000,15.46%,AURORA,CO,RENT,5833.33,665-669,3/17/98,10,29,10580,70.10%,2,0,0,0,58,0,,,< 1 year,0
2366243,20075,20075,17.27%,60 months,C5,Reapply for Loan,small_business,501.84,20075,3.52%,Miami,FL,RENT,20833.33,765-769,6/7/01,12,21,7132,18.30%,0,0,0,0,,0,,,6 years,0
706442,9600,9600,10.37%,60 months,B3,Driveway loan,home_improvement,205.73,9600,1.10%,Cincinnati,OH,RENT,3000,745-749,8/23/98,9,18,776,3.10%,0,0,0,1,22,0,,,3 years,1
361645,25000,13624.45,15.25%,36 months,E2,Small business loan for Inventory,small_business,869.7,25000,11.74%,Mclean,VA,RENT,11000,705-709,10/7/02,12,20,20794,57.10%,7,0,0,0,,0,,Virginia Polytechnic Institute and State University (Virginia Tech),< 1 year,0
1283425,6500,6500,6.62%,36 months,A2,Auto Loan 2012,car,199.58,6500,3.35%,Spring Valley,NY,RENT,2916.67,780-784,6/22/92,4,13,4576,13.50%,0,0,0,0,,0,,,5 years,1
2087929,15000,15000,12.12%,36 months,B3,Debt consolidation,debt_consolidation,499.08,15000,24.26%,DOWNEY,CA,RENT,3416.67,710-714,7/9/91,12,25,32276,45.60%,0,0,0,0,52,0,,,10+ years,0
421382,10000,8472.31,12.53%,36 months,C1,Katie and Pete's Wedding ,wedding,334.67,10000,18.49%,Cuyahoga Falls,OH,RENT,3083.33,705-709,10/1/02,5,12,5124,51.20%,2,0,0,0,,0,,Kent State University-Kent Campus,1 year,1
757209,13500,12075,7.49%,36 months,A4,BOA loan,debt_consolidation,377.11,12125,19.32%,Franklin,MA,RENT,5000,740-744,5/8/95,8,22,17521,56%,0,0,0,0,,0,,,10+ years,1
670634,15000,15000,10.00%,36 months,B2,Consolidate two loans,debt_consolidation,484.01,15000,16.77%,odenton,MD,MORTGAGE,7083.33,735-739,2/15/04,10,24,7156,21.80%,0,0,0,0,,0,,,3 years,1
859993,13000,13000,9.99%,36 months,B1,Wedding Funds,debt_consolidation,419.42,13000,21.64%,Ambler,PA,MORTGAGE,2500,725-729,1/5/03,7,10,10471,22%,1,0,0,0,,0,,,< 1 year,1
1109636,2700,2700,8.90%,36 months,A5,Debt consolidation,debt_consolidation,85.74,2700,29.08%,SLIDELL,LA,MORTGAGE,3383.33,720-724,10/29/03,8,16,10776,57.30%,3,0,0,0,,0,,,3 years,1
2217014,24000,24000,14.09%,60 months,B5,Debt consolidation,debt_consolidation,559.56,24000,26.20%,KENNESAW,GA,MORTGAGE,5000,725-729,1/22/91,14,32,21737,40.20%,0,0,0,0,,0,,,2 years,0
349961,5000,1394.75,10.08%,36 months,B3,Pay off credit card,credit_card,161.53,5000,3.33%,Tulsa,OK,OWN,4000,700-704,11/1/92,3,11,899,15%,0,0,0,0,50,1,120,"University of Texas at Austin,State University of New York Regents College",6 years,1
1904959,2000,2000,10.16%,36 months,B1,Need help with moving expenses,moving,64.69,2000,32.47%,Columbus,GA,RENT,2916.67,690-694,5/9/07,15,21,3921,49%,0,0,0,0,,0,,,2 years,0
474381,2800,2800,14.61%,36 months,D1,Anniversary Vacation,vacation,96.54,2800,3.14%,Morgantown,WV,RENT,1115,670-674,3/27/66,4,5,709,22.90%,0,0,0,0,29,0,,,< 1 year,1
2475152,4500,4500,22.47%,36 months,E5,Business,small_business,0,4500,5.31%,Bridgeport,CT,RENT,3166.67,665-669,6/3/09,3,5,6543,68.90%,1,0,0,0,,0,,,2 years,0
225054,9000,4750,12.36%,36 months,D1,Professional wants to lower mo. pmts,debt_consolidation,300.48,9000,21.80%,Tucson,AZ,MORTGAGE,7083.33,675-679,2/26/94,15,28,13686,48.70%,1,0,0,0,0,0,0,Iona Colleg,6 years,1
454216,6000,5975,13.57%,36 months,C3,Personal Loan,debt_consolidation,203.82,6000,20.79%,Elida,OH,RENT,2833.33,680-684,6/27/03,4,9,5950,57.80%,0,0,0,0,,0,,,2 years,1
362562,7500,4623.88,14.30%,36 months,D4,Art Dealer on Ebay,small_business,257.43,7500,22.85%,Flagstaff,AZ,MORTGAGE,3917,675-679,10/17/95,13,21,29895,54.30%,6,0,0,0,61,0,,Northern Arizona University,10+ years,0
846710,8000,8000,15.99%,60 months,D2,Debt Consolidation Loan,debt_consolidation,194.51,8000,6.76%,Bethesda,MD,RENT,4500,720-724,5/29/96,5,13,14907,93.40%,2,0,0,0,,0,,,9 years,0
2380265,7200,7200,15.31%,36 months,C2,christmas loan,debt_consolidation,250.69,7200,16.94%,REVERE,MA,RENT,3500,665-669,7/16/06,6,9,5124,58.90%,1,0,0,0,33,0,,,9 years,0
2294859,18000,18000,7.90%,36 months,A4,Debt Consolidation,debt_consolidation,563.23,18000,19.41%,Williamsport,PA,RENT,7166.67,700-704,4/1/01,7,21,20313,72.80%,1,0,0,0,,0,,,2 years,0
678451,12000,11968.64,18.62%,60 months,F2,Business startup cash infusion,small_business,308.79,12000,10.74%,China Grove,NC,MORTGAGE,4972.5,685-689,11/27/97,7,13,6393,78%,0,0,0,0,,1,96,,5 years,1
2296766,20000,20000,8.90%,36 months,A5,Credit card refinancing,credit_card,635.07,20000,13.51%,FRANCESTOWN,NH,MORTGAGE,7500,675-679,5/18/98,14,38,23970,71.80%,1,0,0,0,46,0,,,10+ years,0
444165,13000,11455.75,13.57%,36 months,C3,Please help me pay off credit cards!,debt_consolidation,441.6,13000,24.04%,Clatskanie,OR,OWN,3307.42,700-704,6/26/85,8,25,20688,91.50%,0,0,0,0,,0,,,1 year,0
2310434,16000,16000,16.29%,36 months,C4,MY New Life,debt_consolidation,0,16000,15.31%,LOWELL,MA,RENT,3750,660-664,12/26/02,10,17,17420,77.40%,0,0,0,0,53,0,,,7 years,0
467830,8000,7975,12.87%,36 months,C1,Moving Past College Decisions,debt_consolidation,269.07,8000,17.16%,FORT WORTH,TX,RENT,4400,685-689,10/24/01,10,22,4022,82.10%,2,0,0,0,62,0,,,1 year,1
663995,5200,5200,13.06%,36 months,C2,Debt Consolidation,debt_consolidation,175.36,5200,11.81%,Highlands Ranch,CO,RENT,3750,685-689,9/3/87,17,26,11424,77.70%,1,0,0,0,,1,114,,4 years,1
379679,10000,9825,12.21%,36 months,B5,consolidate debt,debt_consolidation,333.15,10000,3%,COLUMBIA,MO,RENT,4167,715-719,10/21/99,17,42,6063,19.60%,0,0,0,0,35,0,,University of Missouri-Columbia,6 years,1
1945357,30000,29975,15.80%,36 months,C3,Debt consolidation,debt_consolidation,1051.76,30000,22.54%,san pedro ,CA,MORTGAGE,6666.67,660-664,1/4/01,9,20,9821,90.10%,0,0,0,2,11,0,,,1 year,0
754872,1600,1600,15.23%,36 months,C5,Pay Debt Faster,debt_consolidation,55.65,1600,17.49%,Miami,FL,OWN,4755.67,670-674,6/17/04,8,13,12084,93%,1,0,0,0,,0,,,2 years,0
614623,2000,2000,15.20%,36 months,D4,Holiday Home loan,home_improvement,69.53,2000,16.23%,Purdy,MO,MORTGAGE,4000,675-679,9/5/00,6,19,17115,98.70%,3,0,0,0,,0,,,5 years,0
716662,5000,5000,14.17%,36 months,C5,bill payment and auto,other,171.31,5000,7.33%,bridgeview,IL,RENT,3600,670-674,3/18/02,7,7,6217,49.70%,3,0,0,0,,0,,,3 years,1
2300476,6000,6000,21.49%,36 months,E3,Wedding,other,227.57,6000,15.60%,SHELTON,CT,RENT,2916.67,665-669,2/20/81,16,28,8123,75.90%,2,0,0,0,40,0,,,8 years,0
550325,6500,6500,13.98%,36 months,C3,MEH,other,222.1,6500,2.17%,MARDELA SPRINGS,MD,RENT,4617,685-689,6/4/96,5,11,3298,68.70%,1,0,0,1,4,0,,,10+ years,1
713841,3000,3000,10.37%,36 months,B3,School/ Work Supplies,small_business,97.33,3000,3.34%,york,PA,RENT,3500,710-714,12/14/01,4,5,6048,51.30%,1,0,0,0,,0,,,1 year,0
184908,1000,465.27,9.64%,36 months,B4,Paying off Debt,debt_consolidation,32.1,1000,18%,Bloomington,IN,RENT,416.67,700-704,8/28/04,5,7,961,26%,2,0,0,0,0,0,0,"Indiana University-Bloomington,Indiana University-South Bend,Goshen College",< 1 year,1
562920,25000,24975,20.90%,60 months,G3,Gene Debt Consolidation,debt_consolidation,674.93,25000,20.95%,Los Angeles,CA,RENT,9166.67,670-674,10/23/96,10,35,20990,88.20%,2,0,0,0,24,0,,,9 years,1
253987,3000,2675,11.03%,36 months,C1,Used car loan,car,98.26,3000,16.92%,Herndon,VA,RENT,3416.67,680-684,10/30/03,12,16,21498,42.40%,1,0,0,0,0,0,0,Montgomery College Rockville,2 years,1
408181,20000,7500,14.26%,36 months,C5,relief,debt_consolidation,686.12,20000,22.81%,Miami,FL,MORTGAGE,7500,685-689,4/26/97,12,22,28619,74.30%,1,0,0,0,,1,98,Miami Southridge Senior High,1 year,0
527598,2200,2125,13.23%,36 months,C1,Justin's Loan,major_purchase,74.38,2200,4.80%,Springfield,MO,RENT,1000,675-679,9/5/04,6,13,2781,23.40%,0,0,0,1,12,0,,,< 1 year,1
467145,8000,8000,19.13%,36 months,F4,"Honey, The First One's Out To College!",other,293.77,8000,11.79%,JAMAICA,NY,OWN,9583.33,665-669,11/14/97,26,39,17267,29.10%,3,0,0,0,59,0,,,5 years,1
387083,6500,6480.74,13.79%,36 months,C5,PEPE LOAN,other,221.5,6500,23.37%,FORT WORTH,TX,MORTGAGE,3167,685-689,3/19/93,11,18,12518,49.10%,0,0,0,1,23,0,,,10+ years,1
243173,8000,7710.08,13.55%,36 months,D4,Refinancing credit card,credit_card,271.68,8000,27.05%,Glendale,AZ,RENT,4333.33,715-719,9/1/00,15,29,11023,59.90%,2,0,0,0,31,0,0,"DeVry University-Arizona,ITT Technical Institute",< 1 year,0
2078790,6200,6200,17.27%,36 months,C5,CC consolidation,credit_card,221.89,6200,10.83%,GLADSTONE,MI,MORTGAGE,3666.67,660-664,10/19/00,16,35,5944,44.70%,1,0,0,1,9,0,,,10+ years,0
424291,25000,17600.51,11.58%,36 months,B3,Debt Consolidation,debt_consolidation,825.34,25000,19.57%,Chandler,AZ,OTHER,8053.33,750-754,12/5/97,8,24,17091,38.80%,1,0,0,0,,0,,University of Southern Indiana,8 years,1
461525,17000,16626.07,17.74%,36 months,E5,Great Opp For Expanding,small_business,612.36,17000,14.13%,Ocala,FL,MORTGAGE,6250,685-689,2/21/94,11,20,20429,66.10%,2,0,0,0,,0,,,3 years,0
1125967,30000,29975,10.65%,36 months,B2,Pool Loan,house,977.2,30000,9.89%,Sorrento,LA,MORTGAGE,8166.67,740-744,5/16/97,10,27,888,7.20%,3,0,0,0,34,0,,,4 years,1
1275826,5600,5600,10.74%,36 months,B2,Debt consolidation,debt_consolidation,182.65,5600,17.23%,Lansdale,PA,RENT,4000,700-704,8/9/99,20,53,3274,17.30%,2,0,0,0,33,0,,,4 years,1
2367484,23000,23000,8.90%,36 months,A5,Credit card refinancing,credit_card,730.33,23000,17.95%,Wilsonville,AL,MORTGAGE,7083.33,700-704,9/9/89,12,26,17938,35.30%,0,0,0,0,,0,,,10+ years,0
2444981,27000,27000,7.90%,36 months,A4,Consolidate,debt_consolidation,0,27000,12.24%,PALM SPRINGS,CA,MORTGAGE,14083.33,705-709,12/5/85,9,26,11533,24.70%,0,0,0,2,7,0,,,10+ years,0
566679,5000,5000,13.61%,36 months,C2,tradeacadamy,small_business,169.95,5000,16.32%,Woodside,NY,RENT,2500,685-689,3/12/06,6,8,3744,81.40%,0,0,0,0,,0,,,5 years,1
2309930,5000,5000,10.16%,36 months,B1,Kitchen,home_improvement,161.72,5000,20.05%,SILVER CITY,NM,MORTGAGE,3750,695-699,1/11/00,8,10,9569,72.50%,0,0,0,0,48,0,,,5 years,0
1617686,22950,22950,19.72%,60 months,D5,debt consolidation,debt_consolidation,604.47,22950,21.80%,OXNARD,CA,MORTGAGE,5000,690-694,4/11/93,8,21,34911,74.80%,2,0,0,0,27,0,,,9 years,0
2306922,18000,18000,17.27%,36 months,C5,Other,other,0,18000,8.34%,VANCOUVER,WA,MORTGAGE,7833.33,700-704,4/6/06,9,19,9836,54.60%,0,0,0,0,25,0,,,n/a,0
528324,10000,9950,15.58%,36 months,D3,PAY OFF,debt_consolidation,349.51,10000,13.75%,LITTLE RIVER ACADEMY,TX,RENT,2160,670-674,12/1/05,10,13,7033,70.30%,0,0,0,0,,0,,,4 years,1
2383278,18000,17975,17.77%,36 months,D1,LOAN FOR STARTING 2013 BUSINESS,small_business,0,18000,14.19%,BELOIT,WI,MORTGAGE,4250,715-719,12/26/98,12,56,14830,45.60%,1,0,0,0,27,0,,,10+ years,0
2286369,15000,15000,6.03%,36 months,A1,Pool,home_improvement,456.54,15000,11.15%,Moultrie,GA,MORTGAGE,10416.67,805-809,7/13/04,14,27,1711,5.50%,0,0,0,0,,0,,,< 1 year,0
2295895,6000,6000,15.31%,36 months,C2,Debt consolidation,debt_consolidation,208.91,6000,15.30%,Woodland,CA,RENT,4333.33,660-664,11/29/95,10,11,28375,97.20%,1,0,0,1,12,0,,,10+ years,0
2044961,6375,6375,7.90%,36 months,A4,Debt Consolidation,debt_consolidation,199.48,6375,18.50%,Pineville,LA,OWN,4166.67,725-729,3/26/93,14,31,13469,37.90%,2,0,0,0,29,0,,,10+ years,0
2380651,15000,15000,15.80%,36 months,C3,Consolidation,credit_card,525.88,15000,18.34%,BILLINGS,MT,MORTGAGE,4220.8,660-664,4/29/98,15,35,9550,78.90%,0,0,0,0,25,0,,,10+ years,0
855842,28000,28000,7.49%,36 months,A4,Home Improvement Loan,home_improvement,870.85,28000,14.44%,Gilbert,AZ,MORTGAGE,16666.67,750-754,2/25/93,16,51,8292,8.40%,3,0,0,0,,0,,,10+ years,1
398822,5000,4523.57,13.79%,36 months,C5,Wedding expenses loan,wedding,170.38,5000,0.73%,GOOSE CREEK,SC,RENT,4083,685-689,11/29/85,4,9,2987,49.80%,0,0,0,0,48,0,,Clemson University,5 years,1
471862,24000,23975,11.83%,36 months,B3,Personal Loan,debt_consolidation,795.22,24000,0.70%,Boston,MA,OWN,12500,810-814,12/7/77,10,16,346,0.70%,0,0,0,0,,0,,,10+ years,1
2379321,8000,8000,18.75%,36 months,D3,Payoff of debts,other,0,8000,17.41%,HOUSTON,TX,RENT,3750,660-664,10/10/95,10,27,10352,63.50%,0,0,0,0,42,0,,,6 years,0
466821,5000,4975,12.53%,36 months,B5,XMAS Dreams,other,167.34,5000,8.50%,BRONXVILLE,NY,MORTGAGE,12000,700-704,8/4/99,4,12,172842,69.14%,2,0,0,1,3,0,,,3 years,0
626424,8000,7900,12.61%,36 months,C2,credit card,other,268.06,8000,18.48%,la crescenta,CA,RENT,2500,675-679,12/15/02,8,13,6794,51.90%,3,0,0,0,,0,,,3 years,1
